DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
210,"Caraco, N., Bauer, J.E., Cole, J.J., Petsch, S. and Raymond, P. (2010), Millennial-aged organic carbon subsidies to a modern river food web. Ecology, 91: 2385-2393.",https://doi.org/10.1890/09-0330.1,U,2004/2005,2004,River,Hudson River,DIC,,,,,,,,,0.9815,0.0362,0.3 percent,-25,18.0,permil,150,297,,42.92765131,-73.66047744,USA,N,1.0690,0.9182,River,Filtered using whatman qma quartz filters,"Sampling date left ambiguous (either 2004 or 2005), 2005 used to 14c convert uncertainity ",,C,A,,7500,large,9807.8,210.689,29,439,70,58,1122,129,28,31,94,4,1,0,0,0,10,36,53,91,16,422,1,78,45,85,953,96,16,0,100,26,7,1,0,0,16,42,42,30,0,282,0,240,78,4,5,3,
211,"Caraco, N., Bauer, J.E., Cole, J.J., Petsch, S. and Raymond, P. (2010), Millennial-aged organic carbon subsidies to a modern river food web. Ecology, 91: 2385-2393.",https://doi.org/10.1890/09-0330.1,W,2004/2005,2004,River,Hudson River,DIC,,,,,,,,,0.9684,0.0403,0.3 percent,-38,20.0,permil,258,334,,42.62492048,-73.75393831,USA,N,1.0690,0.9059,River,Filtered using whatman qma quartz filters,"Sampling date left ambiguous (either 2004 or 2005), 2005 used to 14c convert uncertainity ",,C,A,,25000,large,22124.2,482.932,18,393,58,64,1115,126,24,21,88,10,3,0,0,0,13,38,49,74,30,741,4,119,10,90,940,92,4,0,100,16,4,1,0,0,16,41,43,22,0,532,0,390,31,4,5,3,
212,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L1,2014-03-01,2014,River,Loire River,DIC,-7.9,0.08,permil,,,,,,0.9920,0.0020,fraction modern,-16,4.0,permil,65,16,,45.36917,4.194167,France,N,1.0262,0.9667,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,1000,large,153.8,1.539,2,885,65,81,852,107,18,0,83,5,14,0,0,0,15,31,54,68,0,581,2,166,785,86,804,98,14,0,83,8,23,0,0,0,18,34,49,60,0,795,6,244,476,4,5,9,491.2572856
213,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L2,2013-04-01,2013,River,Loire,DIC,-9.5,0.08,permil,,,,,,0.9560,0.0030,fraction modern,-51,6.0,permil,361,25,,46.82778,3.4575,France,N,1.0301,0.9281,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,5000,large,1696.9,16.833,2,290,36,106,764,92,6,0,16,8,42,0,0,0,20,38,42,47,7,432,0,87,202,110,738,84,5,0,0,10,25,1,0,0,22,38,39,29,0,1315,49,344,75,4,7,5,591.1740216
214,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L2,2013-07-01,2013,River,Loire,DIC,,,,,,,,,0.9490,0.0020,fraction modern,-58,4.0,permil,420,17,,46.82778,3.4575,France,N,1.0301,0.9213,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,5000,large,1696.9,16.833,2,290,36,106,764,92,6,0,16,8,42,0,0,0,20,38,42,47,7,432,0,87,202,110,738,84,5,0,0,10,25,1,0,0,22,38,39,29,0,1315,49,344,75,4,7,5,999.1673605
215,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L2,2013-10-01,2013,River,Loire,DIC,-13.0,0.02,permil,,,,,,0.9630,0.0020,fraction modern,-44,4.0,permil,303,16.5,,46.82778,3.4575,France,N,1.0301,0.9348,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,5000,large,1696.9,16.833,2,290,36,106,764,92,6,0,16,8,42,0,0,0,20,38,42,47,7,432,0,87,202,110,738,84,5,0,0,10,25,1,0,0,22,38,39,29,0,1315,49,344,75,4,7,5,1115.736886
216,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L2,2014-03-01,2014,River,Loire,DIC,-11.8,0.05,permil,,,,,,0.9860,0.0020,fraction modern,-22,4.0,permil,113,16.5,,46.82778,3.4575,France,N,1.0262,0.9608,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,5000,large,1696.9,16.833,2,290,36,106,764,92,6,0,16,8,42,0,0,0,20,38,42,47,7,432,0,87,202,110,738,84,5,0,0,10,25,1,0,0,22,38,39,29,0,1315,49,344,75,4,7,5,641.1323897
217,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L3,2013-04-01,2013,River,Loire,DIC,,,,,,,,,0.9150,0.0020,fraction modern,-92,4.0,permil,714,17.5,,47.33861,2.859167,France,N,1.0301,0.8883,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,15000,large,31.3,0.251,0,235,35,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,234,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,248,4,7,6,466.2781016
218,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L3,2013-10-01,2013,River,Loire,DIC,-11.0,0.03,permil,,,,,,0.9140,0.0020,fraction modern,-93,4.0,permil,722,17.5,,47.33861,2.859167,France,N,1.0301,0.8873,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,15000,large,31.3,0.251,0,235,35,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,234,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,248,4,7,6,1582.014988
219,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L3,2014-03-01,2014,River,Loire,DIC,-10.3,0.05,permil,,,,,,0.9060,0.0020,fraction modern,-101,4.0,permil,793,17.5,,47.33861,2.859167,France,N,1.0262,0.8829,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,15000,large,31.3,0.251,0,235,35,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,234,106,736,86,5,0,2,60,10,2,0,0,21,38,41,33,100,1800,0,197,248,4,7,6,1440.466278
220,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L4,2004-09-01,2004,River,Loire,DIC,-11.3,0.07,permil,,,,,,0.9150,0.0050,fraction modern,-91,9.9,permil,714,44,,47.50444,2.886944,France,N,1.0690,0.8560,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,20000,large,34726.3,331.617,1,550,50,96,764,92,9,0,32,21,34,2,0,0,18,37,45,50,11,763,3,124,139,110,695,79,4,0,33,52,9,3,0,0,17,34,49,31,0,36,0,281,11,4,7,6,1731.890092
221,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L4,2005-05-01,2005,River,Loire,DIC,,,,,,,,,0.9100,0.0050,fraction modern,-96,9.9,permil,758,44,,47.50444,2.886944,France,N,1.0652,0.8543,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,20000,large,34726.3,331.617,1,550,50,96,764,92,9,0,32,21,34,2,0,0,18,37,45,50,11,763,3,124,139,110,695,79,4,0,33,52,9,3,0,0,17,34,49,31,0,36,0,281,11,4,7,6,1873.438801
222,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L4,2005-11-01,2005,River,Loire,DIC,,,,,,,,,0.9300,0.0040,fraction modern,-78,7.9,permil,583,34.5,,47.50444,2.886944,France,N,1.0652,0.8731,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,20000,large,34726.3,331.617,1,550,50,96,764,92,9,0,32,21,34,2,0,0,18,37,45,50,11,763,3,124,139,110,695,79,4,0,33,52,9,3,0,0,17,34,49,31,0,36,0,281,11,4,7,6,1590.341382
223,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L5,2005-05-01,2005,River,Loire,DIC,,,,,,,,,0.8970,0.0070,fraction modern,-109,13.9,permil,873,62.5,,47.55028,2.835,France,N,1.0652,0.8421,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,25000,large,34799.6,332.237,1,549,50,96,764,92,9,0,32,21,33,2,0,0,18,37,45,50,11,762,3,124,142,110,694,79,4,0,0,63,8,7,0,0,18,35,47,28,100,121,0,415,34,4,7,5,1823.480433
224,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L6,2013-04-01,2013,River,Loire,DIC,-9.6,0.08,permil,,,,,,0.9050,0.0030,fraction modern,-102,6.0,permil,802,26.5,,47.63194,2.737222,France,N,1.0301,0.8785,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,30000,large,35244,335.734,1,545,50,96,764,91,9,0,31,22,33,2,0,0,18,37,45,49,12,761,2,124,157,109,694,80,5,0,0,71,4,13,0,0,19,38,43,30,100,643,0,219,120,4,7,5,741.0491257
225,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,L6,2013-07-01,2013,River,Loire,DIC,-11.3,0.06,permil,,,,,,0.8990,0.0030,fraction modern,-108,6.0,permil,855,27,,47.63194,2.737222,France,N,1.0301,0.8727,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,30000,large,35244,335.734,1,545,50,96,764,91,9,0,31,22,33,2,0,0,18,37,45,49,12,761,2,124,157,109,694,80,5,0,0,71,4,13,0,0,19,38,43,30,100,643,0,219,120,4,7,5,1465.445462
226,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,A1,2014-03-01,2014,River,Allier,DIC,-12.4,0.13,permil,,,,,,1.0090,0.0020,fraction modern,1,4.0,permil,modern,16,,45.38556,3.356389,France,N,1.0262,0.9832,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,5000,large,3058.8,32.112,3,959,79,80,761,95,16,0,74,11,16,1,0,0,14,35,50,64,0,639,1,74,485,104,640,70,3,0,57,35,24,5,0,0,21,37,43,32,0,949,26,175,367,4,5,8,166.5278934
227,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,A2,2013-04-01,2013,River,Allier,DIC,,,,,,,,,0.8430,0.0030,fraction modern,-163,6.0,permil,1372,28.5,,46.75778,3.048889,France,N,1.0301,0.8184,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,14000,large,14043,133.288,1,667,58,91,753,90,10,0,41,24,33,3,0,0,17,37,46,54,1,804,3,122,204,108,744,83,5,0,0,9,61,1,0,0,21,37,42,28,100,750,0,134,116,4,7,5,324.7293922
228,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,A2,2013-07-01,2013,River,Allier,DIC,-9.5,0.02,permil,,,,,,0.8610,0.0020,fraction modern,-146,4.0,permil,1202,18.5,,46.75778,3.048889,France,N,1.0301,0.8358,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,14000,large,14043,133.288,1,667,58,91,753,90,10,0,41,24,33,3,0,0,17,37,46,54,1,804,3,122,204,108,744,83,5,0,0,9,61,1,0,0,21,37,42,28,100,750,0,134,116,4,7,5,1415.487094
229,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,A2,2013-09-01,2013,River,Allier,DIC,-9.3,0.03,permil,,,,,,0.8630,0.0030,fraction modern,-144,6.0,permil,1184,28,,46.75778,3.048889,France,N,1.0301,0.8378,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,14000,large,14043,133.288,1,667,58,91,753,90,10,0,41,24,33,3,0,0,17,37,46,54,1,804,3,122,204,108,744,83,5,0,0,9,61,1,0,0,21,37,42,28,100,750,0,134,116,4,7,5,1340.549542
230,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,A2,2014-03-01,2014,River,Allier,DIC,-7.6,0.1,permil,,,,,,0.8760,0.0020,fraction modern,-131,4.0,permil,1063,18.5,,46.75778,3.048889,France,N,1.0262,0.8536,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,14000,large,14043,133.288,1,667,58,91,753,90,10,0,41,24,33,3,0,0,17,37,46,54,1,804,3,122,204,108,744,83,5,0,0,9,61,1,0,0,21,37,42,28,100,750,0,134,116,4,7,5,1015.82015
231,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,C1,2013-04-01,2013,River,Cher,DIC,-16.0,1,permil,,,,,,0.8840,0.0020,fraction modern,-123,4.0,permil,990,18,,47.34833,0.5427778,France,N,1.0301,0.8582,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,13000,large,13664.2,99.188,1,231,18,107,730,84,5,0,13,46,20,5,0,0,20,37,43,37,60,625,2,138,68,115,675,77,4,0,0,46,7,6,0,0,19,36,44,34,100,177,0,333,151,4,7,6,1790.174854
232,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,C1,2013-07-01,2013,River,Cher,DIC,-10.3,0.03,permil,,,,,,0.8550,0.0020,fraction modern,-151,4.0,permil,1258,19,,47.34833,0.5427778,France,N,1.0301,0.8300,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,13000,large,13664.2,99.188,1,231,18,107,730,84,5,0,13,46,20,5,0,0,20,37,43,37,60,625,2,138,68,115,675,77,4,0,0,46,7,6,0,0,19,36,44,34,100,177,0,333,151,4,7,6,2264.779351
233,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,C1,2013-10-01,2013,River,Cher,DIC,-12.2,0.08,permil,,,,,,0.8740,0.0050,fraction modern,-133,9.9,permil,1082,46,,47.34833,0.5427778,France,N,1.0301,0.8485,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,13000,large,13664.2,99.188,1,231,18,107,730,84,5,0,13,46,20,5,0,0,20,37,43,37,60,625,2,138,68,115,675,77,4,0,0,46,7,6,0,0,19,36,44,34,100,177,0,333,151,4,7,6,1465.445462
234,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,C1,2014-03-01,2014,River,Cher,DIC,-9.2,0.04,permil,,,,,,0.8830,0.0040,fraction modern,-124,7.9,permil,1000,36.5,,47.34833,0.5427778,France,N,1.0262,0.8605,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,13000,large,13664.2,99.188,1,231,18,107,730,84,5,0,13,46,20,5,0,0,20,37,43,37,60,625,2,138,68,115,675,77,4,0,0,46,7,6,0,0,19,36,44,34,100,177,0,333,151,4,7,6,3089.092423
235,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,C1,2005-11-01,2005,River,Cher,DIC,-11.7,0.06,permil,,,,,,0.8870,0.0020,fraction modern,-119,4.0,permil,963,18,,47.34833,0.5427778,France,N,1.0652,0.8327,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,13000,large,13664.2,99.188,1,231,18,107,730,84,5,0,13,46,20,5,0,0,20,37,43,37,60,625,2,138,68,115,675,77,4,0,0,46,7,6,0,0,19,36,44,34,100,177,0,333,151,4,7,6,3438.800999
236,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,II,2005-11-01,2005,River,Indre,DIC,-10.9,0.03,permil,,,,,,0.8750,0.0030,fraction modern,-131,6.0,permil,1073,27.5,,47.34833,0.1972222,France,N,1.0652,0.8215,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,3460,large,175.7,1.102,0,74,15,114,684,78,9,0,45,32,9,5,0,0,19,36,45,46,100,102,0,126,49,116,677,77,6,0,12,41,11,5,0,0,19,35,46,33,100,181,0,211,97,4,7,1,4712.739384
237,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V1,2013-04-01,2013,River,Vienne,DIC,,,,,,,,,0.9700,0.0020,fraction modern,-37,4.0,permil,245,16.5,,46.40444,0.7019444,France,N,1.0301,0.9416,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,10000,large,5724.1,64.495,3,376,39,106,972,108,5,0,35,10,29,1,0,0,18,36,46,55,8,509,2,115,121,115,789,87,4,0,8,76,7,5,0,0,22,37,40,31,100,1168,0,218,205,4,7,3,174.8542881
238,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V1,2013-07-01,2013,River,Vienne,DIC,,,,,,,,,0.9470,0.0040,fraction modern,-60,7.9,permil,437,34,,46.40444,0.7019444,France,N,1.0301,0.9193,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,10000,large,5724.1,64.495,3,376,39,106,972,108,5,0,35,10,29,1,0,0,18,36,46,55,8,509,2,115,121,115,789,87,4,0,8,76,7,5,0,0,22,37,40,31,100,1168,0,218,205,4,7,3,358.0349709
239,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V1,2013-10-01,2013,River,Vienne,DIC,-12.6,0.04,permil,,,,,,1.0090,0.0030,fraction modern,1,6.0,permil,modern,24,,46.40444,0.7019444,France,N,1.0301,0.9795,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,10000,large,5724.1,64.495,3,376,39,106,972,108,5,0,35,10,29,1,0,0,18,36,46,55,8,509,2,115,121,115,789,87,4,0,8,76,7,5,0,0,22,37,40,31,100,1168,0,218,205,4,7,3,591.1740216
240,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V1,2014-03-01,2014,River,Vienne,DIC,-11.4,0.06,permil,,,,,,1.0010,0.0020,fraction modern,-7,4.0,permil,modern,16,,46.40444,0.7019444,France,N,1.0262,0.9754,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,10000,large,5724.1,64.495,3,376,39,106,972,108,5,0,35,10,29,1,0,0,18,36,46,55,8,509,2,115,121,115,789,87,4,0,8,76,7,5,0,0,22,37,40,31,100,1168,0,218,205,4,7,3,333.0557868
241,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V2,2013-07-01,2013,River,Vienne,DIC,-13.3,0.03,permil,,,,,,0.9420,0.0040,fraction modern,-65,7.9,permil,480,34,,46.45861,0.6636111,France,N,1.0301,0.9145,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,12000,large,5949,66.576,3,366,38,106,964,107,5,0,33,12,28,1,0,0,19,36,46,54,11,531,2,118,101,116,762,85,3,0,0,94,6,5,0,0,22,37,41,23,100,1667,5,218,143,4,7,6,857.6186511
242,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V2,2013-10-01,2013,River,Vienne,DIC,-12.2,0.05,permil,,,,,,0.9440,0.0030,fraction modern,-63,6.0,permil,463,25.5,,46.45861,0.6636111,France,N,1.0301,0.9164,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,12000,large,5949,66.576,3,366,38,106,964,107,5,0,33,12,28,1,0,0,19,36,46,54,11,531,2,118,101,116,762,85,3,0,0,94,6,5,0,0,22,37,41,23,100,1667,5,218,143,4,7,6,624.4796003
243,"Coularis, C., Tisnérat-Laborde, N., Pastor, L., Siclet, F. and Fontugne, M. (2016). Temporal and Spatial Variations of Freshwater Reservoir Ages in the Loire River Watershed. Radiocarbon, 58(3): pp. 549563. ",https://doi.org/10.1017/RDC.2016.36,V5,2013-03-01,2013,River,Vienne,DIC,-12.2,0.06,permil,,,,,,0.8740,0.0020,fraction modern,-133,4.0,permil,1082,18.5,,46.56944,0.6413889,France,N,1.0301,0.8485,River,Collected in glass bottles and poisioned with mercury chloride in lab,,,A,A,,15000,large,6150.6,68.278,3,358,38,107,958,106,5,0,32,15,27,1,0,0,19,36,45,53,14,551,2,120,108,115,744,83,3,0,0,82,6,9,0,0,22,38,40,27,100,1089,0,173,184,4,7,6,391.3405495
